Trip date,Location,SiteNo,Right observer,Left observer,Direction,Number_Ind,Length,Species,Family,Order
26/09/2017,Katza,4,Shahar Malamud,Renanel Pickholtz,Right,1,12,Acanthurus nigrofuscus,,
26/09/2017,Katza,4,Shahar Malamud,Renanel Pickholtz,Right,1,16,Chaetodon fasciatus,,
26/09/2017,Katza,4,Shahar Malamud,Renanel Pickholtz,Right,1,16,Synodontidae spp.,,
26/09/2017,Katza,4,Shahar Malamud,Renanel Pickholtz,Right,1,10,Synodontidae spp.,,
26/09/2017,Katza,4,Shahar Malamud,Renanel Pickholtz,Right,1,8,Synodontidae spp.,,
26/09/2017,Katza,4,Shahar Malamud,Renanel Pickholtz,Right,1,8,Coris aygula,Labridae ,Perciformes
26/09/2017,Katza,4,Shahar Malamud,Renanel Pickholtz,Right,2,16,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,4,Shahar Malamud,Renanel Pickholtz,Right,1,4,Paracheilinus octotaenia,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Left,1,18,Scaridae spp.,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Left,1,14,Abudefduf spp.,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Left,2,12,Dascyllus trimaculatus,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Left,1,22,Zebrasoma xanthurum,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Left,1,16,Zebrasoma xanthurum,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Left,1,18,Cephalopholis miniata,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Left,1,12,Dascyllus marginatus,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Left,300,1,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Left,1,20,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,1,30,Scaridae spp.,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,2,20,Scaridae spp.,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,1,20,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,200,1,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,100,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,1,18,Cephalopholis miniata,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,1,6,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,2,6,Dascyllus marginatus,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,1,10,Dascyllus marginatus,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,2,8,Ecsenius gravieri,,
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,200,2,Chromis spp.,Pomacentridae,Perciformes
26/09/2017,Katza,5,Shahar Malamud,Renanel Pickholtz,Right,4,3,Pseudanthias spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,5,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,10,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,40,Scaridae spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,35,Scaridae spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,2,6,Scaridae spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,16,Scolopsis ghanam,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,32,Chaetodon fasciatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,38,Lethrinus spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,36,Zebrasoma xanthurum,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,30,Zebrasoma xanthurum,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,31,Pomacanthus imperator,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,22,Pterois radiata,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,20,Cephalopholis miniata,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,2,14,Ctenochaetus striatus,Acanthuridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,6,10,Ctenochaetus striatus,Acanthuridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,2,8,Ctenochaetus striatus,Acanthuridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,6,Chaetodon paucifasciatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,23,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,5,Gomphosus caeruleus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,8,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,6,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,8,Larabicus quadrilineatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,30,3,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,60,3,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,16,Abudefduf spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,40,8,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,100,1,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,2,15,Dascyllus trimaculatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,14,Dascyllus trimaculatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,4,12,Dascyllus trimaculatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,2,6,Dascyllus trimaculatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,4,Halichoeres spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,14,8,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,40,4,Neopomacentrus miryae,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,3,Plagiotremus spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,5,8,Dascyllus marginatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Left,1,6,Ecsenius gravieri,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,20,Zebrasoma xanthurum,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,12,Zebrasoma xanthurum,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,16,Zebrasoma xanthurum,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,25,Zebrasoma xanthurum,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,12,Abudefduf spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,2,10,Abudefduf spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,24,Scaridae spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,18,Chaetodon fasciatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,20,Chaetodon fasciatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,12,Scolopsis ghanam,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,8,Dascyllus marginatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,8,Dascyllus trimaculatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,24,Cephalopholis argus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,16,Pomacanthus imperator,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,24,Lethrinus spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,2,15,Lethrinus spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,40,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,12,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,100,1,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,50,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,16,Synodontidae spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,20,Synodontidae spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,12,Synodontidae spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,16,Syngnathidae spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,12,Syngnathidae spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,25,Cephalopholis miniata,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,15,8,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,60,2,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,20,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,20,6,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,50,1,Chromis spp.,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,2,6,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,20,Pterois radiata,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,10,Gomphosus caeruleus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,4,8,Pomacentrus trichourus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,12,Pomacentrus trichourus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,6,6,Pomacentrus trichourus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,40,Muraenidae spp.,Muraenidae,Anguilliformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,20,Thalassoma spp.,Labridae ,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,8,Larabicus quadrilineatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,16,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,2,8,Meiacanthus nigrolineatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,8,Ecsenius gravieri,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,8,Pseudochromis olivaceus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,10,Pseudochromis olivaceus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,3,10,Scaridae spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,3,8,Halichoeres spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,6,Halichoeres spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,6,Halichoeres spp.,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,50,4,Neopomacentrus miryae,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,10,Ecsenius gravieri,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,8,6,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,6,8,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,4,6,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,4,10,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,10,Chaetodon paucifasciatus,,
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,2,10,Ctenochaetus striatus,Acanthuridae,Perciformes
26/09/2017,Katza,6,Shahar Malamud,Renanel Pickholtz,Right,1,4,Acanthurus spp.,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,42,Lethrinus spp.,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,8,Dascyllus trimaculatus,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,50,3,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,30,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,70,1,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,4,Pseudochromis fridmani,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,30,Parupeneus macronema,Mullidae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,5,28,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,5,7,Pomacentrus trichourus,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,15,Synodontidae spp.,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,100,Fistularia commersonii,Fistulariidae,Syngnathiformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,22,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,26,Cephalopholis miniata,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,40,Cephalopholis miniata,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,8,4,Neopomacentrus miryae,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,8,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,10,Zebrasoma xanthurum,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,25,Zebrasoma xanthurum,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,5,Syngnathidae spp.,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,14,Syngnathidae spp.,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,3,Paracheilinus octotaenia,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,5,Paracheilinus octotaenia,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,6,6,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,3,4,Grammistes sexlineatus,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,3,Meiacanthus nigrolineatus,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Left,1,6,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,3,16,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,1,16,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,1,16,Parupeneus rubescens,Mullidae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,1,16,Zebrasoma xanthurum,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,1,12,Zebrasoma xanthurum,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,4,10,Dascyllus trimaculatus,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,2,10,Pomacentrus trichourus,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,4,8,Pomacentrus trichourus,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,3,12,Synodontidae spp.,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,1,16,Synodontidae spp.,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,1,16,Cephalopholis miniata,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,1,100,Fistularia commersonii,Fistulariidae,Syngnathiformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,12,10,Pseudanthias squamipinnis,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,30,4,Neopomacentrus miryae,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,20,4,Neopomacentrus miryae,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,30,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,30,2,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,50,4,Chromis virdis,Pomacentridae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,1,20,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,2,8,Pseudochromis fridmani,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,4,6,Chromis dimidiata,Pomacentridae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,2,4,Pseudocheilinus hexataenia,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,3,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,10,4,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,1,32,Cephalopholis argus,,
26/09/2017,Katza,7,Shahar Malamud,Renanel Pickholtz,Right,2,8,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,35,Cheilinus lunulatus,Labridae,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,10,Scolopsis ghanam,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,10,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,8,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,6,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,3,4,Coris caudimacula,Labridae ,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,2,10,Parupeneus macronema,Mullidae,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,3,15,Siganus rivulatus,Siganidae,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,6,6,Pomacentrus trichourus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,6,7,Pomacentrus trichourus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,3,4,Pomacentrus trichourus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,10,Amblyglyphidodon leucogaster,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,2,10,Amblyglyphidodon leucogaster,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,7,Amphiprion bicinctus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,2,8,Dascyllus trimaculatus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,6,Dascyllus trimaculatus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,25,Lethrinus spp.,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,2,12,Acanthurus nigrofuscus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,6,Ecsenius gravieri,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,10,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,2,6,Pseudochromis olivaceus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,5,Pseudochromis olivaceus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,4,Pseudochromis olivaceus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,2,10,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,2,4,Syngnathidae spp.,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,2,6,Apogon spp.,Apogonidae,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Left,1,4,Coris aygula,Labridae ,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,10,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,2,20,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,5,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,3,10,Pomacentrus trichourus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,4,7,Pomacentrus trichourus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,4,5,Pomacentrus trichourus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,15,Pomacentrus trichourus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,40,Cheilinus lunulatus,Labridae,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,20,Parupeneus forsskali,Mullidae,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,15,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,2,15,Chaetodon fasciatus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,10,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,2,5,Cheilodipterus spp.,Apogonidae,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,2,7,Acanthurus nigrofuscus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,3,8,Dascyllus trimaculatus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,2,10,Siganus rivulatus,Siganidae,Perciformes
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,20,Scolopsis ghanam,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,10,Dascyllus trimaculatus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,5,Dascyllus trimaculatus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,7,Dascyllus trimaculatus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,2,7,Amphiprion bicinctus,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,2,5,Ecsenius gravieri,,
26/09/2017,Katza,8,Noam Sommerfeld,Tal Gavriely,Right,1,8,Synodontidae spp.,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,20,Scaridae spp.,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,4,15,Zebrasoma xanthurum,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,2,14,Chaetodon fasciatus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,2,10,Abudefduf spp.,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,3,8,Abudefduf spp.,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,35,Cheilinus lunulatus,Labridae,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,20,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,15,Epinephelus fasciatus, Serranidae,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,2,6,Pomacentrus sulfureus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,2,Pomacentrus sulfureus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,4,15,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,10,Sargocentron spp.,Holocentridae,Beryceformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,2,8,Dascyllus trimaculatus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,6,Dascyllus trimaculatus,,
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,12,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,8,Thalassoma rueppellii,Labridae ,Perciformes
26/09/2017,Katza,9,Noam Sommerfeld,Tal Gavriely,Left,1,6,Thalassoma rueppellii,Labridae ,Perciformes
