Country,Project,Expedition,Location,Date,KnollID,First Observer.x,Second Observer.x,meta_to_deployment_id,First Observer.y,Second Observer.y,Knoll,Time Start,Time End,Notes,Observer,Species,Amount,Length,Confidence,Latitude,Longitude
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,18,Hava Wandel,Liron Kraushar,Hava Wandel and Liron Kraushar - 18,Hava Wandel,Liron Kraushar,18,,,,first,Gomphosus caeruleus,1,1.5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,18,Hava Wandel,Liron Kraushar,Hava Wandel and Liron Kraushar - 18,Hava Wandel,Liron Kraushar,18,,,,second,Thalassoma rueppellii,1,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,18,Hava Wandel,Liron Kraushar,Hava Wandel and Liron Kraushar - 18,Hava Wandel,Liron Kraushar,18,,,,second,Pomacentrus trichrourus,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,18,Hava Wandel,Liron Kraushar,Hava Wandel and Liron Kraushar - 18,Hava Wandel,Liron Kraushar,18,,,,second,Acanthurus nigrofuscus,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,18,Hava Wandel,Liron Kraushar,Hava Wandel and Liron Kraushar - 18,Hava Wandel,Liron Kraushar,18,,,,second,Apogon cyanosoma,12,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,18,Hava Wandel,Liron Kraushar,Hava Wandel and Liron Kraushar - 18,Hava Wandel,Liron Kraushar,18,,,,second,Cheilodipterus quinquelineatus,10,1,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,18,Hava Wandel,Liron Kraushar,Hava Wandel and Liron Kraushar - 18,Hava Wandel,Liron Kraushar,18,,,,second,Cheilodipterus quinquelineatus,10,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,18,Hava Wandel,Liron Kraushar,Hava Wandel and Liron Kraushar - 18,Hava Wandel,Liron Kraushar,18,,,,second,Amblyglyphidodon leucogaster,5,2,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,18,Hava Wandel,Liron Kraushar,Hava Wandel and Liron Kraushar - 18,Hava Wandel,Liron Kraushar,18,,,,second,Amblyglyphidodon leucogaster,5,1,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Acanthurus nigrofuscus,6,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Acanthurus nigrofuscus,5,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Acanthurus nigrofuscus,1,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Scarus fuscopurpureus,1,25,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Scarus fuscopurpureus,1,30,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Scarus fuscopurpureus,1,20,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Scarus niger,1,25,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Zebrasoma xanthurum,10,18,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Abudefduf vaigiensis,1,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Chaetodon fasciatus,1,15,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Chaetodon fasciatus,1,17,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Dascyllus trimaculatus,1,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Dascyllus trimaculatus,1,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Dascyllus trimaculatus,1,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Ctenochaetus striatus,4,18,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Thalassoma rueppellii,2,15,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Thalassoma rueppellii,1,12,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Thalassoma rueppellii,1,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Thalassoma rueppellii,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Parupeneus forsskali,2,16,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Parupeneus macronema,2,15,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Parupeneus macronema,1,12,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Chaetodon austriacus,1,9,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Pseudanthias squamipinnis,2,12,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Pseudanthias squamipinnis,1,7,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Pomacentrus trichrourus,1,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Pomacentrus trichrourus,1,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Pterois miles,1,22,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Myripristis murdjan,2,18,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Pterois radiata,1,18,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Epinephelus fasciatus,1,22,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Epinephelus fasciatus,1,30,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Scolopsis ghanam,1,7,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Scolopsis ghanam,1,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Apogon cyanosoma,2,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Apogon cyanosoma,8,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Apogon cyanosoma,1,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Apogon cyanosoma,2,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Apogon cyanosoma,15,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Apogon cyanosoma,1,7,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Cheilodipterus quinquelineatus,2,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Cheilodipterus quinquelineatus,1,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Cheilodipterus quinquelineatus,1,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Cheilodipterus quinquelineatus,5,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Cheilodipterus novemstriatus,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Cheilodipterus macrodon,1,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Synodus variegatus,1,7,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Pseudochromis olivaceus,1,7,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Sebastapistes cyanostigma,1,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Sebastapistes cyanostigma,1,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Cirripectes castaneus,1,6,1,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Cirripectes castaneus,1,3,1,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Istigobius decoratus,3,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Istigobius decoratus,1,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Istigobius decoratus,2,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Istigobius decoratus,1,7,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Ecsenius nalolo,1,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Ecsenius nalolo,1,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Ecsenius nalolo,2,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Sargocentron diadema,1,15,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,first,Eviota guttata,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Zebrasoma xanthurum,10,15,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Chaetodon fasciatus,2,12,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Scarus ferrugineus,1,30,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Scarus ferrugineus,1,20,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Dascyllus trimaculatus,2,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Thalassoma rueppellii,1,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Thalassoma rueppellii,1,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Abudefduf vaigiensis,1,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Acanthurus nigrofuscus,11,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Pomacentrus trichrourus,1,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Chaetodon austriacus,1,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Chaetodon austriacus,1,15,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Pterois miles,1,13,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Pseudanthias squamipinnis,2,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Pseudanthias squamipinnis,1,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Parupeneus forsskali,1,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Parupeneus forsskali,1,12,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Apogon cyanosoma,3,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Apogon cyanosoma,7,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Epinephelus fasciatus,1,15,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Parupeneus forsskali,1,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Ecsenius frontalis,2,6,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Ecsenius nalolo,1,5,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Myripristis murdjan,1,20,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Cheilodipterus quinquelineatus,3,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Cheilodipterus quinquelineatus,1,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Istigobius decoratus,3,7,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,16,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 16,Shevy Rothman,Yamit Romano,16,,,,second,Sebastapistes cyanostigma,1,7,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Gerres argyreus,2,12,,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Thalassoma rueppellii,1,14,,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Thalassoma rueppellii,1,3,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Abudefduf vaigiensis,2,14,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Zebrasoma xanthurum,1,12,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Dascyllus trimaculatus,3,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Dascyllus trimaculatus,1,12,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Chaetodon trifascialis,1,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Chaetodon austriacus,1,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Acanthurus nigrofuscus,1,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Acanthurus nigrofuscus,1,10,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Pomacentrus trichrourus,1,8,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Pomacentrus trichrourus,1,7,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Pomacentrus trichrourus,1,4,0,,
Israel,EcoCamp,EcoCamp October 2020,Katza,2020-10-13 00:00:00,10,Shevy Rothman,Yamit Romano,Shevy Rothman and Yamit Romano - 10,Shevy Rothman,Yamit Romano,10,,,,first,Pomacentrus trichrourus,1,16,0,,
